direction,rank,run_family,scenario_name,mechanism,price_continuity_pass,max_price_change,slippage_pass,solvency_pass,path_terminal_states,path_max_price_diff,path_max_funds_diff,path_max_residual_claimed_diff,fairness_gap_nav_per_deposit,reserve_required,releasable_pool,total_residual_claimed,divergence_max_quote_diff_vs_reference,divergence_max_nav_per_deposit_diff_vs_reference,invariant_failures
positive,1,monte_carlo,linear_lambda_015_mc_0028,reference_parallel_lmsr_reserve_residual,True,2E-80,True,True,1,0,0,0,0.1434742291007268474725150431,0,151.1280046193069173672325622,151.1280046193069173672325622,,,0
positive,2,monte_carlo,linear_lambda_015_mc_0028,global_state_fungible_fees_reserve_residual,True,0E-80,True,True,1,0,0,0,0.1434742291007268474725150431,0,151.1280046193069173672325622,151.1280046193069173672325622,1.608405871700705350948173080E-26,0,0
positive,3,monte_carlo,linear_lambda_015_mc_0027,reference_parallel_lmsr_reserve_residual,True,0.0,True,True,1,0,0,0,0.0556413895367377307171393878,0,230.9042107975752625861958208,230.9042107975752625861958208,,,0
positive,4,monte_carlo,linear_lambda_015_mc_0027,global_state_fungible_fees_reserve_residual,True,0.0,True,True,1,0,0,0,0.0556413895367377307171393878,0,230.9042107975752625861958208,230.9042107975752625861958208,8.721270887817605110560593681E-27,0,0
positive,5,monte_carlo,linear_lambda_015_mc_0024,reference_parallel_lmsr_reserve_residual,True,0.0,True,True,1,0,0,0,0.0027651990575210068643215906,0,295.2811594905352819694085130,295.2811594905352819694085130,,,0
negative,1,monte_carlo,linear_lambda_015_mc_0010,reference_parallel_lmsr_reserve_residual,True,2.490457608858611500256647166E-29,True,True,1,0,0,0,-0.6444888630348188193755601000,0,278.3217360203711902314316020,278.3217360203711902314316020,,,0
negative,2,monte_carlo,linear_lambda_015_mc_0010,global_state_fungible_fees_reserve_residual,True,1E-80,True,True,1,0,0,0,-0.6444888630348188193755600998,0,278.3217360203711902314316020,278.3217360203711902314316020,1.129129414695125739308154022E-26,2E-28,0
negative,3,monte_carlo,linear_lambda_015_mc_0009,global_state_fungible_fees_reserve_residual,True,1E-80,True,True,1,0,0,0,-0.6286744969466085686075540070,0,274.0618012082057462337290210,274.0618012082057462337290209,6.180134616456550039093444592E-27,1E-28,0
negative,4,monte_carlo,linear_lambda_015_mc_0009,reference_parallel_lmsr_reserve_residual,True,4E-80,True,True,1,0,0,0,-0.6286744969466085686075540069,0,274.0618012082057462337290210,274.0618012082057462337290209,,,0
negative,5,monte_carlo,linear_lambda_015_mc_0008,global_state_fungible_fees_reserve_residual,True,2E-80,True,True,1,0,0,0,-0.6081108045438509748549046510,0,469.6511251530314511374296222,469.6511251530314511374296222,6.139490321281634299227956773E-27,1E-28,0
absolute,1,monte_carlo,linear_lambda_015_mc_0010,reference_parallel_lmsr_reserve_residual,True,2.490457608858611500256647166E-29,True,True,1,0,0,0,-0.6444888630348188193755601000,0,278.3217360203711902314316020,278.3217360203711902314316020,,,0
absolute,2,monte_carlo,linear_lambda_015_mc_0010,global_state_fungible_fees_reserve_residual,True,1E-80,True,True,1,0,0,0,-0.6444888630348188193755600998,0,278.3217360203711902314316020,278.3217360203711902314316020,1.129129414695125739308154022E-26,2E-28,0
absolute,3,monte_carlo,linear_lambda_015_mc_0009,global_state_fungible_fees_reserve_residual,True,1E-80,True,True,1,0,0,0,-0.6286744969466085686075540070,0,274.0618012082057462337290210,274.0618012082057462337290209,6.180134616456550039093444592E-27,1E-28,0
absolute,4,monte_carlo,linear_lambda_015_mc_0009,reference_parallel_lmsr_reserve_residual,True,4E-80,True,True,1,0,0,0,-0.6286744969466085686075540069,0,274.0618012082057462337290210,274.0618012082057462337290209,,,0
absolute,5,monte_carlo,linear_lambda_015_mc_0008,global_state_fungible_fees_reserve_residual,True,2E-80,True,True,1,0,0,0,-0.6081108045438509748549046510,0,469.6511251530314511374296222,469.6511251530314511374296222,6.139490321281634299227956773E-27,1E-28,0
absolute,6,monte_carlo,linear_lambda_015_mc_0008,reference_parallel_lmsr_reserve_residual,True,3.260359541416292103295782211E-29,True,True,1,0,0,0,-0.6081108045438509748549046509,0,469.6511251530314511374296222,469.6511251530314511374296222,,,0
absolute,7,monte_carlo,linear_lambda_015_mc_0019,global_state_fungible_fees_reserve_residual,True,2E-80,True,True,1,0,0,0,-0.6005227858634141020769945744,0,265.7847469564354412147124814,265.7847469564354412147124814,6.038934130727919080557850405E-27,1E-28,0
absolute,8,monte_carlo,linear_lambda_015_mc_0019,reference_parallel_lmsr_reserve_residual,True,7E-80,True,True,1,0,0,0,-0.6005227858634141020769945743,0,265.7847469564354412147124814,265.7847469564354412147124814,,,0
absolute,9,monte_carlo,linear_lambda_015_mc_0000,global_state_fungible_fees_reserve_residual,True,0E-80,True,True,1,0,0,0,-0.5197833290869287566010169800,0,409.4313543243461388254690100,409.4313543243461388254690100,4.818225141535780211234801560E-27,2E-28,0
absolute,10,monte_carlo,linear_lambda_015_mc_0000,reference_parallel_lmsr_reserve_residual,True,3E-80,True,True,1,0,0,0,-0.5197833290869287566010169798,0,409.4313543243461388254690101,409.4313543243461388254690101,,,0
